,Instructor,Department,Stem,Upper Div,Rcmnd Instr,Average Grade Expected,Classes Taught,Enrolled,Study Hrs/Week
871,"Lin, Tongyan",Physics,True,False,80.6,2.73,2.0,123.0,8.045
872,"Chivukula, Raja S",Physics,True,True,90.0,3.4,1.0,33.0,7.3
873,"Green, Daniel Richard",Physics,True,True,76.9,2.64,1.0,60.0,11.5
874,"Tytler, David Robert",Physics,True,False,57.800000000000004,3.353333333333333,3.0,245.0,4.6866666666666665
875,"Averitt, Richard Douglas",Physics,True,True,98.35,3.425,2.0,91.0,8.635
876,"Arnold, Kam S",Physics,True,True,100.0,3.15,2.0,82.0,8.96
877,"Konopacky, Quinn Morgan",Physics,True,False,99.1,3.38,1.0,159.0,3.64
878,"Surko, Clifford M",Physics,True,True,89.3,2.995,2.0,196.0,7.355
879,"Kuti, Julius",Physics,True,True,100.0,3.6666666666666665,3.0,39.0,10.553333333333333
880,"Palacci, Jeremie",Physics,True,True,64.0,2.39,1.0,93.0,8.5
881,"Wright, Shelley Adams",Physics,True,True,93.65,3.2199999999999998,2.0,43.0,11.995000000000001
882,"Dudko, Olga",Physics,True,True,87.5,3.33,1.0,26.0,5.83
883,"Paddock, Mark",Physics,True,False,76.525,3.3074999999999997,4.0,1274.0,6.0600000000000005
884,"Burgasser, Adam Jonathan",Physics,True,False,86.96666666666665,3.17,3.0,591.0,7.8566666666666665
885,"Tsai, Philbert S",Physics,True,False,97.025,3.2975000000000003,4.0,1345.0,6.404999999999999
886,"Yagil, Avi",Physics,True,False,64.04444444444444,3.305555555555556,9.0,4087.0,4.274444444444445
887,"Ni, Kaixuan",Physics,True,False,89.73333333333333,3.186666666666666,3.0,446.0,7.196666666666666
888,"Keres, Dusan",Physics,True,False,90.35,3.175,2.0,670.0,6.13
889,"Groisman, Alexander",Physics,True,False,60.23333333333333,3.0866666666666664,3.0,671.0,5.696666666666666
890,"Shpyrko, Oleg",Physics,True,False,97.09999999999998,3.19,3.0,1038.0,6.57
891,"Branson, James G",Physics,True,False,50.199999999999996,3.25,3.0,184.0,8.11
892,"Butov, Leonid",Physics,True,False,78.96666666666667,3.6033333333333335,3.0,190.0,5.126666666666667
893,"Shotwell, Brian",Physics,True,False,92.1,3.01,4.0,566.0,8.2725
894,"Coil, Alison",Physics,True,False,89.19999999999999,3.42,2.0,366.0,5.135
895,"Lubin, Dan",Physics,True,False,70.85,3.4749999999999996,2.0,99.0,6.73
896,"Yang, Yi",Physics,True,False,70.8,3.48,6.0,273.0,6.101666666666667
897,"Bibby, Yu",Physics,True,False,61.5,3.17,1.0,48.0,8.19
898,"Sheldon, Forrest Crawford",Physics,True,False,95.8,3.37,2.0,106.0,7.765000000000001
899,"Rozenberg, Marcelo Javier",Physics,True,False,36.25,2.935,2.0,136.0,7.45
900,"Chakraborty, Subrata",Physics,True,False,74.05,3.125,2.0,202.0,7.3149999999999995
901,"Meill, Alexander Warren",Physics,True,False,100.0,3.3600000000000003,2.0,144.0,8.785
902,"Malkov, Mikhail Alexandr",Physics,True,False,7.1,2.67,1.0,22.0,11.3
903,"Ben-Zion, Daniel",Physics,True,False,80.0,3.08,1.0,55.0,10.0
904,"Fang, Zheng",Physics,True,False,80.0,2.9,1.0,36.0,15.3
905,"Michelsen, Eric Leonard",Physics,True,True,100.0,2.67,1.0,23.0,6.5
906,"Dubin, Daniel Herschel",Physics,True,True,94.45,2.63,2.0,83.0,13.14
907,"Kleinfeld, David",Physics,True,True,87.0,3.21,1.0,77.0,11.42
908,"Maple, M. Brian",Physics,True,True,100.0,3.73,2.0,42.0,7.715
909,"Intriligator, Kenneth Arthur",Physics,True,True,100.0,2.8,1.0,12.0,8.5
910,"Friedman, Andrew Samuel",Physics,True,True,86.7,3.57,1.0,16.0,7.57
911,"Bott-Suzuki, Simon Charles",Physics,True,False,70.4,3.13,1.0,179.0,6.27
912,"Popmintchev, Tenio",Physics,True,False,86.25,3.31,2.0,525.0,6.115
913,"Barreiro Guerrero, Julio",Physics,True,False,80.3,3.21,1.0,239.0,8.22
914,"Wuerthwein, Frank",Physics,True,False,75.3,3.29,1.0,402.0,6.23
915,"Frano Pereira, Alex M",Physics,True,False,95.5,3.44,2.0,395.0,7.695
916,"Hirsch, Jorge Eduardo",Physics,True,False,43.2,2.715,2.0,295.0,7.595000000000001
917,"Manohar, Aneesh Vasant",Physics,True,False,100.0,3.11,2.0,77.0,8.625
918,"Jenkins, Elizabeth",Physics,True,True,74.2,2.77,1.0,89.0,7.35
919,"Wu, Congjun",Physics,True,True,70.0,2.5,1.0,62.0,7.7
920,"Smith, Douglas E",Physics,True,True,100.0,3.85,1.0,25.0,6.96
921,"Grover, Tarun",Physics,True,True,100.0,3.55,1.0,15.0,6.68
922,"Sharpee, Tatyana",Physics,True,True,75.0,3.67,1.0,14.0,7.0
923,"Kritsuk, Alexei",Physics,True,False,72.3,3.19,1.0,152.0,5.3
924,"Rappel, Wouter Jan",Physics,True,False,93.2,3.33,1.0,162.0,5.45
925,"Sandstrom, Karin Marie",Physics,True,False,90.4,3.38,1.0,110.0,4.19
926,"Ban, Pamela M",Linguistics,False,True,95.0,3.69,1.0,121.0,3.5
927,"Gause, LaGina",Linguistics,False,True,96.15,3.1550000000000002,2.0,73.0,4.6899999999999995
928,"Smith, Glenn Chatmas",Linguistics,False,True,98.88571428571427,3.6799999999999997,7.0,508.0,5.828571428571428
929,"Abrajano, Marisa",Linguistics,False,True,88.1,3.67,1.0,142.0,3.61
930,"Magagna, Victor Valentine",Linguistics,False,True,99.2625,3.935,8.0,3325.0,3.8687500000000004
931,"Ferree, Karen E",Linguistics,False,False,94.19999999999999,3.575,2.0,257.0,4.470000000000001
932,"Nichter, Simeon C",Linguistics,False,True,97.25,3.585,2.0,111.0,4.995
933,"Saiegh, Sebastian",Linguistics,False,True,91.65,3.325,2.0,56.0,3.25
934,"Feinberg, Richard Edward",Linguistics,False,True,85.7,3.67,1.0,41.0,3.79
935,"Nellis, Gareth Hb",Linguistics,False,True,85.7,3.25,1.0,21.0,4.25
936,"Sharpless, Isaac Walling",Linguistics,False,False,94.66666666666667,3.456666666666667,3.0,99.0,5.883333333333333
937,"Merrell, Brandon",Linguistics,False,True,92.9,3.705,2.0,120.0,5.5
938,"Vaughn, Abigail Leigh",Linguistics,False,True,92.7,3.436666666666667,3.0,185.0,6.06
939,"Butler, Daniel",Linguistics,False,False,93.325,3.5524999999999998,4.0,472.0,4.2475
940,"Wiens, David Abram",Linguistics,False,False,97.8,3.635,2.0,156.0,6.09
941,"Mackie, Gerald",Linguistics,False,False,67.7,3.44,1.0,262.0,3.09
942,"Bonett, Derek John",Linguistics,False,True,100.0,4.0,1.0,18.0,6.5
943,"Roth, Skyler Elijah Maclean",Linguistics,False,True,100.0,3.79,2.0,49.0,5.7
944,"Liu, Huchen",Linguistics,False,False,70.0,3.185,2.0,47.0,5.8
945,"Spangler, Liesel Ingrid",Linguistics,False,True,100.0,3.78,1.0,22.0,5.23
946,"Strom, Kaare",Linguistics,False,False,100.0,4.0,1.0,19.0,7.83
947,"Morgan, Sean Thomas",Linguistics,False,False,84.36666666666667,3.42,3.0,84.0,6.326666666666667
948,"Bredell, Garrett Bailey",Linguistics,False,True,100.0,3.5,1.0,15.0,8.5
949,"Gartzke, Erik",Linguistics,False,False,89.26666666666667,3.6966666666666668,3.0,381.0,4.5566666666666675
950,"Lee, Lauren Elizabeth",Linguistics,False,True,100.0,3.63,1.0,10.0,5.25
951,"Carlson, Taylor Nicole",Linguistics,False,True,100.0,3.75,1.0,11.0,3.5
952,"Zhang, Jiakun Jack",Linguistics,False,True,100.0,3.57,1.0,27.0,7.75
953,"McClean, Charles Thurman",Linguistics,False,True,100.0,3.58,1.0,26.0,4.64
954,"Porten, John Joseph",Linguistics,False,True,100.0,3.5,1.0,16.0,6.0
955,"Macmanus, Maureen Danielle",Linguistics,False,True,100.0,4.0,1.0,11.0,10.5
956,"Stephens, Mattheus E",Linguistics,False,True,78.8,3.66,1.0,110.0,5.03
957,"Orfield, Michael Bennett",Linguistics,False,True,100.0,3.87,1.0,46.0,1.75
958,"Ingham, Sean",Linguistics,False,True,89.9,3.6100000000000003,2.0,74.0,5.13
959,"Hoston, Germaine",Linguistics,False,True,83.36666666666666,3.5933333333333333,3.0,124.0,5.333333333333333
960,"Sells, Cameron James",Linguistics,False,True,90.8,3.59,2.0,85.0,5.05
961,"Willoughby, Randy K",Linguistics,False,True,90.9,3.42,1.0,40.0,6.0
962,"Broz, James Lawrence",Linguistics,False,True,100.0,3.25,1.0,45.0,4.33
963,"Wachob, William",Linguistics,False,True,63.2,3.69,1.0,46.0,4.12
964,"Fowler, James",Linguistics,False,True,100.0,3.88,1.0,46.0,2.61
965,"Litman, Harry P",Linguistics,False,True,92.9,3.29,1.0,18.0,5.5
966,"Chandler, William M.",Linguistics,False,True,90.0,3.62,1.0,65.0,2.5
967,"Naoi, Megumi",Linguistics,False,True,94.25,3.615,2.0,246.0,4.145
968,"Gibson, Clark C",Linguistics,False,True,82.1,3.71,1.0,47.0,5.93
969,"Mares, David R",Linguistics,False,True,81.35,3.465,2.0,124.0,5.305
970,"Slantchev, Branislav",Linguistics,False,True,92.6,3.375,2.0,135.0,4.904999999999999
971,"Schneider, Christina",Linguistics,False,True,100.0,3.62,1.0,45.0,5.12
972,"Hanes, Esther",Psychology,True,False,99.75,3.6900000000000004,4.0,904.0,3.4800000000000004
973,"Rose, Fred E.",Psychology,True,True,96.2,3.31,3.0,662.0,5.31
974,"Heyman, Gail D.",Psychology,True,True,96.43333333333334,3.766666666666666,6.0,411.0,7.323333333333334
975,"Serences, John Thomas",Psychology,True,True,99.3,3.5,1.0,284.0,5.78
976,"Frederick, David A",Psychology,True,False,97.05999999999999,3.3560000000000003,5.0,425.0,5.67
977,"Geller, Emma Harlan",Psychology,True,False,99.58749999999999,3.4975,8.0,593.0,5.49625
978,"Winkielman, Piotr",Psychology,True,True,92.85,3.4575,4.0,127.0,3.66
979,"Lang, Ariel",Psychology,True,True,97.2,3.855,2.0,31.0,4.72
980,"Winward, Jennifer Laven",Psychology,True,True,98.925,3.755,4.0,232.0,3.96
981,"Lacefield, Katharine I",Psychology,True,True,96.64,3.566,5.0,915.0,4.754
982,"Kaye, Walter H.",Psychology,True,True,89.65,3.61,2.0,343.0,3.84
983,"Breit, Kristen Rian",Psychology,True,True,100.0,3.7249999999999996,2.0,91.0,6.23
984,"Willis, Jarryd Thomas",Psychology,True,False,95.37142857142858,3.6185714285714288,7.0,1546.0,4.2285714285714295
985,"Geiss, Elisa G",Psychology,True,True,76.7,3.29,1.0,77.0,5.34
986,"Wixted, John T",Psychology,True,True,97.6,3.195,4.0,608.0,4.6425
987,"Erdener, Eda",Psychology,True,True,63.3,3.325,2.0,99.0,3.375
988,"Fletcher, Laura Michelle",Psychology,True,True,99.32000000000001,3.7640000000000002,5.0,159.0,3.982
989,"Glaser, Dale",Psychology,True,True,94.45,3.395,2.0,87.0,3.965
990,"George, Olivier",Psychology,True,True,93.38,3.3299999999999996,5.0,819.0,4.709999999999999
991,"Anagnostaras, Stephan",Psychology,True,True,95.22,3.4519999999999995,5.0,653.0,4.398000000000001
992,"Schurgin, Mark W",Psychology,True,False,98.1,3.66,1.0,303.0,3.32
993,"Lowe, Angela Beth",Psychology,True,False,96.76,3.1859999999999995,5.0,882.0,5.518
994,"Rickard, Timothy C.",Psychology,True,False,90.14,3.2700000000000005,5.0,436.0,4.154000000000001
995,"Miller, Cory T.",Psychology,True,False,94.73333333333333,3.466666666666667,3.0,201.0,3.6733333333333333
996,"Christenfeld, Nicholas",Psychology,True,False,80.8,3.468,5.0,289.0,3.9739999999999993
997,"Arnold, Andrew Joseph",Psychology,True,True,91.7,3.03,1.0,43.0,4.28
998,"Albright, Thomas D",Psychology,True,False,100.0,3.53,1.0,77.0,6.62
999,"Sousa, Margarette Pamela-Burd",Psychology,True,False,89.69999999999999,3.41,2.0,183.0,5.275
1000,"Aramovich, Nicholas P",Psychology,True,True,97.1,3.4,1.0,45.0,4.96
1001,"Moranton, Nirelia Melbina-",Psychology,True,True,85.2,3.5,2.0,127.0,5.14
1002,"Morgan, Adam Milton",Psychology,True,True,100.0,3.25,1.0,6.0,5.0
1003,"Root, Nicholas Bernard",Psychology,True,True,100.0,3.5,1.0,12.0,4.5
1004,"Ramachandran, Vilayanur S",Psychology,True,True,83.13333333333334,3.5766666666666667,3.0,192.0,3.9499999999999997
1005,"Kennelly, Arthur Edwin",Psychology,True,False,100.0,3.38,1.0,44.0,6.21
1006,"Brady, Adena Schachner",Psychology,True,True,97.7,3.33,1.0,200.0,4.52
1007,"Gremel, Christina M",Psychology,True,True,87.0,3.19,1.0,256.0,4.9
1008,"Bajic, Daniel Andrew",Psychology,True,True,95.0,4.0,2.0,45.0,3.275
1009,"Aron, Adam",Psychology,True,True,91.85,3.62,2.0,197.0,6.24
1010,"Accomando, Alyssa Wheeler",Psychology,True,True,97.0,3.25,1.0,52.0,3.97
1011,"Gasperi, Marianna",Psychology,True,True,98.0,3.515,2.0,98.0,4.545
1012,"Brady, Timothy Francis",Psychology,True,True,99.1,3.605,2.0,335.0,4.245
1013,"Howland, Alex C",Psychology,True,True,69.7,3.22,1.0,99.0,4.05
1014,"Barner, David A.",Psychology,True,True,95.6,3.67,1.0,305.0,4.16
1015,"Ahn, Young-Ju",Psychology,True,True,100.0,4.0,1.0,16.0,4.0
1016,"Stoermer, Viola Sophie",Psychology,True,False,91.5,3.22,1.0,268.0,3.75
1017,"Steiner, Eric Tomas",Psychology,True,False,94.43333333333332,3.15,3.0,515.0,4.283333333333334
1018,"Yerushalmian, Sara",Psychology,True,False,96.6,3.49,1.0,299.0,4.15
1019,"Walker, Caren Michelle",Psychology,True,True,98.2,3.47,1.0,374.0,4.51
1020,"Gentner, Tim",Psychology,True,True,92.0,3.27,1.0,93.0,4.82
1021,"Hunt, Matthew James",Psychology,True,True,71.4,3.2,1.0,160.0,5.03
1022,"St John, Mark F.",Psychology,True,True,61.5,3.47,1.0,95.0,3.73
1023,"Mc Kenzie, Craig R.M.",Psychology,True,True,90.0,3.41,1.0,91.0,5.09
1024,"Lau, Sin-Heng",Psychology,True,True,83.3,3.5,1.0,12.0,5.83
1025,"Torrance, Justina",Linguistics,False,False,94.1,3.65,1.0,39.0,3.94
1026,"Amironesei, Razvan",Linguistics,False,True,70.0,3.75,1.0,31.0,2.5
1027,"Eberhard, Craig A",Rady School of Management,False,True,96.12,3.4080000000000004,10.0,668.0,3.8290000000000006
1028,"Ehrich, Kristine R",Rady School of Management,False,True,94.6,3.26,9.0,463.0,4.276666666666667
1029,"Demill, Burritt",Rady School of Management,False,True,100.0,3.44,1.0,38.0,4.69
1030,"Bates, Kenneth Walter",Rady School of Management,False,True,92.95,3.3150000000000004,4.0,260.0,5.0200000000000005
1031,"Campbell, Robert Harold",Rady School of Management,False,False,97.7,3.7390000000000008,10.0,1092.0,3.723
1032,"Fuller, Robert L.",Rady School of Management,False,True,82.84,3.716,10.0,799.0,5.1080000000000005
1033,"Kim, Nancy Sun Kyung",Rady School of Management,False,True,92.3,3.6449999999999996,2.0,80.0,3.905
1034,"Lindenberger, Wade Douglas",Rady School of Management,False,False,98.13636363636364,3.681818181818181,11.0,902.0,3.9590909090909094
1035,"Klaas, Jeffrey David",Rady School of Management,False,True,96.15,3.76,2.0,142.0,4.5649999999999995
1036,"Greco, Frank James",Rady School of Management,False,True,100.0,3.56,1.0,13.0,2.5
1037,"Houskeeper, Robert",Rady School of Management,False,False,86.93636363636364,3.523636363636364,11.0,1092.0,5.095454545454545
1038,"Blakley, Bruce",Rady School of Management,False,True,76.73333333333333,3.1633333333333336,3.0,169.0,5.346666666666667
1039,"Pecore, Joseph P.",Rady School of Management,False,False,97.17777777777778,3.4966666666666666,9.0,1044.0,4.605555555555555
1040,"Perols, Johan Lars",Rady School of Management,False,True,99.35,3.595,4.0,223.0,5.98
1041,"Buchanan, Harold G",Rady School of Management,False,False,92.71428571428571,3.34,7.0,730.0,4.964285714285714
1042,"McKay, Mary A",Rady School of Management,False,False,88.66363636363637,3.266363636363636,11.0,579.0,5.020909090909091
1043,"Zimmermann, Carsten",Rady School of Management,False,True,91.21666666666668,3.5466666666666664,6.0,401.0,4.073333333333333
1044,"Moran, Cathleen L.",Rady School of Management,False,True,83.67777777777778,3.261111111111111,9.0,601.0,5.221111111111111
1045,"Shaffer, Lisa Robock",Rady School of Management,False,True,97.8,3.58,1.0,71.0,5.83
1046,"Jacob, Jo Dee C",Rady School of Management,False,True,91.8,3.67,1.0,60.0,3.5
1047,"Gopal, Christopher S.",Rady School of Management,False,True,92.86666666666667,3.3033333333333332,3.0,147.0,4.2
1048,"Hedges, Kathleen",Rady School of Management,False,True,98.1,3.6228571428571428,7.0,563.0,4.134285714285714
1049,"Royal, Rebecca",Rady School of Management,False,True,92.2,3.606666666666667,3.0,264.0,3.97
1050,"Hayes, Sherry Lorine",Rady School of Management,False,True,97.0,3.52,1.0,75.0,4.5
1051,"McKay, Michael J",Rady School of Management,False,False,95.0181818181818,3.347272727272728,11.0,739.0,4.0654545454545445
1052,"Bliss, Barbara Ann",Rady School of Management,False,True,97.7,3.3333333333333335,3.0,85.0,5.223333333333334
1053,"Parashar, Sat P",Rady School of Management,False,True,92.3,3.54,1.0,37.0,3.18
1054,"Dunn, Louis Jean",Rady School of Management,False,True,83.51428571428572,3.4571428571428564,7.0,556.0,5.842857142857142
1055,"Wagner, Timothy Ryan",Rady School of Management,False,False,100.0,3.42,1.0,45.0,5.5
1056,"Connell, Joanie B.",Rady School of Management,False,False,92.3,3.62,1.0,16.0,2.96
1057,"Baltes, Guido H",Rady School of Management,False,True,100.0,3.94,1.0,20.0,3.09
1058,"Maki, Kanetaka",Rady School of Management,False,True,96.3,3.67,1.0,64.0,4.94
1059,"Somasundaram, Tyagarajan",Rady School of Management,False,True,88.825,3.1799999999999997,4.0,191.0,4.8525
1060,"Davis, Kathleen Ann",Rady School of Management,False,True,100.0,4.0,1.0,21.0,2.79
1061,"Rutherford, Lamar",Rady School of Management,False,True,85.45,3.54,2.0,107.0,4.075
1062,"Krishnan, Viswanathan",Rady School of Management,False,True,94.1,3.64,1.0,54.0,3.79
1063,"Sullivan, Robert S.",Rady School of Management,False,True,90.9,3.41,1.0,25.0,3.23
1064,"Greenspan, Bernard J",Rady School of Management,False,True,100.0,3.64,1.0,14.0,4.0
1065,"Weil, Roman",Rady School of Management,False,True,100.0,4.0,1.0,9.0,3.83
1066,"Smith, Pamela Karen",Rady School of Management,False,True,95.6,3.46,1.0,77.0,4.68
1067,"Katzenstein, Gary Jay",Rady School of Management,False,True,98.4,3.31,1.0,72.0,4.76
1068,"Dos Santos, Jose Ricardo",Rady School of Management,False,True,77.4,3.77,1.0,68.0,2.81
1069,"Willoughby, Michael Gene",Rady School of Management,False,True,81.6,3.71,1.0,58.0,3.61
1070,"Callen, Michael J",Rady School of Management,False,False,80.0,2.8,1.0,48.0,5.03
1071,"Dechner, Gilad",Rady School of Management,False,False,62.1,3.09,1.0,137.0,8.05
1072,"Prosser, Elise K",Rady School of Management,False,True,91.5,3.64,1.0,74.0,3.85
1073,"Zhu, Kevin Xiaoguo",Rady School of Management,False,True,82.2,3.81,1.0,52.0,3.79
1074,"Meyer, Alison Bloomfield",Rady School of Management,False,True,92.3,3.73,1.0,13.0,4.5
1075,"Doran, Martha S",Rady School of Management,False,True,95.5,3.56,1.0,39.0,4.5
1076,"Baca, Katherine Marie",Rady School of Management,False,True,100.0,3.83,1.0,53.0,2.46
1077,"Van Den Einde, Yael Dahlia",Structural Engineering,True,False,80.80000000000001,3.365,2.0,267.0,9.74
1078,"Asaro, Robert J",Structural Engineering,True,True,15.2,3.18,1.0,110.0,7.26
1079,"Conte, Joel P",Structural Engineering,True,True,95.0,2.83,1.0,138.0,11.28
1080,"Kosmatka, John B",Structural Engineering,True,True,87.275,3.445,4.0,191.0,12.620000000000001
1081,"Elgamal, Ahmed",Structural Engineering,True,True,100.0,3.29,1.0,62.0,9.44
1082,"Hutchinson, Tara",Structural Engineering,True,True,63.15,2.75,2.0,75.0,10.1
1083,"Ngo, Mimi",Structural Engineering,True,False,75.0,3.67,1.0,17.0,4.94
1084,"Wei, Haoyan",Structural Engineering,True,True,100.0,3.0,1.0,25.0,15.17
1085,"Adams, Dave Kenneth",Structural Engineering,True,True,100.0,3.33,1.0,14.0,15.17
1086,"McCartney, John Scott",Structural Engineering,True,True,75.0,3.0,1.0,30.0,5.5
1087,"Oberrecht, Stephen Patrick",Structural Engineering,True,True,100.0,3.25,1.0,31.0,7.0
1088,"Qiao, Yu",Structural Engineering,True,True,75.66666666666667,3.4066666666666667,3.0,141.0,6.38
1089,"Chen, Jiun-Shyan",Structural Engineering,True,True,88.9,3.22,1.0,47.0,5.61
1090,"Saritas, Afsin",Structural Engineering,True,True,71.4,2.86,1.0,32.0,7.64
1091,"Mosqueda, Gilberto",Structural Engineering,True,True,100.0,3.22,1.0,46.0,9.34
1092,"Oded, Amir",Structural Engineering,True,True,90.0,3.2,1.0,30.0,11.5
1093,"Krysl, Petr",Structural Engineering,True,True,80.3,3.21,2.0,258.0,9.120000000000001
1094,"Restrepo, Jose",Structural Engineering,True,True,41.4,2.97,1.0,74.0,16.5
1095,"Kim, Hyonny",Structural Engineering,True,True,100.0,3.4333333333333336,3.0,69.0,12.9
1096,"Uang, Chia-Ming",Structural Engineering,True,True,95.06666666666666,3.19,3.0,203.0,10.35
1097,"Megally, Sami Hanna",Structural Engineering,True,True,94.1,3.23,2.0,126.0,9.935
1098,"Kim, Hyunsun Alicia",Structural Engineering,True,True,54.3,3.04,1.0,122.0,6.82
1099,"Lanza Di Scalea, Francesco",Structural Engineering,True,True,98.85,3.285,2.0,91.0,7.18
1100,"Farrar, Charles R.",Structural Engineering,True,True,66.7,3.33,1.0,8.0,10.5
1101,"Kuester, Falko",Structural Engineering,True,False,83.3,3.17,1.0,85.0,7.06
1102,"Loh, Kenneth J. H.",Structural Engineering,True,True,87.5,2.81,1.0,22.0,9.75
1103,"McDonald, James Alan",Structural Engineering,True,True,79.8,2.99,1.0,133.0,10.03
1104,"Tomac, Ingrid",Structural Engineering,True,True,26.3,3.28,1.0,41.0,5.66
1105,"Gee, Jeffrey S",SIO,True,False,98.5,3.345,2.0,87.0,5.77
1106,"Norris, Richard D.",SIO,True,True,100.0,3.335,2.0,60.0,6.115
1107,"Aluwihare, Lihini",SIO,True,True,85.7,3.29,1.0,26.0,7.79
1108,"Landry, Michael Raymond",SIO,True,True,85.9,3.26,2.0,175.0,6.0
1109,"Brown, Kevin Michael",SIO,True,True,77.8,3.415,2.0,37.0,5.109999999999999
1110,"Willenbring, Jane Kathryn",SIO,True,False,85.93333333333334,3.22,3.0,48.0,4.103333333333333
1111,"Clemesha, Rachel Schwartz",SIO,True,True,62.5,3.56,1.0,34.0,4.38
1112,"Keeling, Ralph F.",SIO,True,True,100.0,3.56,1.0,34.0,4.38
1113,"Peach, Cheryl",SIO,True,False,98.1,3.85,1.0,145.0,2.5
1114,"Bowman, Jeff Shovlowsky",SIO,True,True,92.82499999999999,3.4075,4.0,105.0,5.23
1115,"Allen, Andrew Ellis",SIO,True,True,95.7,3.69,1.0,48.0,3.69
1116,"Burton, Ronald S.",SIO,True,True,97.6,3.24,2.0,205.0,4.675
1117,"Hechinger, Ryan F.",SIO,True,True,83.30000000000001,2.7199999999999998,2.0,206.0,6.825
1118,"Baumann-Pickering , Simone",SIO,True,True,96.6,3.37,2.0,69.0,7.4399999999999995
1119,"Semmens, Brice Xavier",SIO,True,True,94.25,3.37,2.0,69.0,7.4399999999999995
1120,"Wegner, Nicholas Craig",SIO,True,True,100.0,3.3,1.0,34.0,8.5
1121,"Laske, Gabi",SIO,True,False,96.0,3.68,1.0,328.0,3.26
1122,"Rudnick, Daniel Lars",SIO,True,True,100.0,3.38,1.0,17.0,4.25
1123,"Merrifield, Mark A",SIO,True,True,100.0,3.57,1.0,11.0,6.21
1124,"Charles, Christopher D.",SIO,True,False,84.85,3.325,2.0,203.0,3.97
1125,"Holland, Nicholas D.",SIO,True,False,80.7,3.27,1.0,141.0,4.2
1126,"Send, Uwe",SIO,True,False,78.3,3.27,1.0,137.0,4.2
1127,"Barbeau, Katherine",SIO,True,False,96.9,3.52,1.0,153.0,3.48
1128,"Ricke, Katharine L",SIO,True,False,86.7,3.27,1.0,27.0,3.57
1129,"Norris, Joel Roland",SIO,True,False,95.55,3.44,2.0,150.0,2.83
1130,"Gerwick, William Henry",SIO,True,False,100.0,4.0,1.0,17.0,0.5
1131,"Courtney, Travis Alexander",SIO,True,False,100.0,3.75,1.0,40.0,1.02
1132,"Doran, Adrian Kristeller",SIO,True,False,100.0,4.0,1.0,20.0,4.0
1133,"Durkin, Kathryn Elaine",SIO,True,False,100.0,3.07,1.0,32.0,6.1
1134,"Joyce, Trevor William",SIO,True,True,100.0,3.43,1.0,37.0,5.07
1135,"Krause, Douglas John",SIO,True,True,100.0,3.43,1.0,29.0,5.07
1136,"Borsa, Adrian Antal",SIO,True,False,98.7,3.34,1.0,138.0,3.59
1137,"Driscoll, Neal W.",SIO,True,False,97.35,3.705,2.0,212.0,3.135
1138,"Lyons, Deirdre Colleen",SIO,True,True,100.0,3.88,1.0,15.0,3.9
1139,"Jensen, Paul R.",SIO,True,True,100.0,2.89,1.0,18.0,3.61
1140,"Bartlett, Douglas H",SIO,True,True,97.4,3.34,1.0,74.0,4.5
1141,"Ballance, Lisa Taylor",SIO,True,True,85.4,3.61,1.0,114.0,5.05
1142,"Leichter, James J.",SIO,True,True,83.3,3.38,1.0,62.0,3.74
1143,"Smith, Jennifer",SIO,True,True,100.0,3.37,2.0,87.0,5.245
1144,"Day, James M.D.",SIO,True,True,97.2,3.205,2.0,52.0,5.8149999999999995
1145,"Fialko, Yuri A.",SIO,True,True,83.3,3.36,1.0,23.0,4.33
1146,"Severinghaus, Jeffrey P.",SIO,True,True,100.0,3.67,1.0,7.0,5.0
1147,"Tresguerres, Martin",SIO,True,True,100.0,3.2,1.0,76.0,4.9
1148,"Constable, Steven C",SIO,True,True,90.0,3.15,2.0,39.0,9.6
1149,"Gaasterland, Theresa",SIO,True,True,100.0,4.0,1.0,15.0,3.7
1150,"Seltzer, Alan Myland",SIO,True,False,100.0,4.0,1.0,51.0,0.8
1151,"Pommier, Anne A.",SIO,True,False,90.2,3.3,1.0,108.0,4.12
1152,"Masters, Thomas G",SIO,True,True,100.0,3.5,1.0,22.0,9.5
1153,"Tauxe, Lisa",SIO,True,True,100.0,3.78,1.0,19.0,7.5
1154,"Benmarhnia, Tarik",SIO,True,True,100.0,3.9,1.0,12.0,3.83
1155,"Andersson, Andreas Jerry",SIO,True,True,98.1,3.14,1.0,55.0,5.92
1156,"Gille, Sarah T",SIO,True,True,98.1,3.14,1.0,54.0,5.92
1157,"Palenik, Brian",SIO,True,True,80.55,3.12,2.0,93.0,3.3600000000000003
1158,"Rouse, Gregory W.",SIO,True,True,100.0,3.38,1.0,15.0,5.64
1159,"Evan, Amato Tomas",SIO,True,True,0.0,3.0,1.0,9.0,4.17
1160,"Paulenich, Cari Lynn",SIO,True,True,100.0,4.0,1.0,18.0,2.83
1161,"Brahamsha, Bianca M.",SIO,True,True,100.0,3.25,1.0,13.0,6.0
1162,"Sandin, Stuart Adrian",SIO,True,True,77.4,3.17,1.0,47.0,6.56
1163,"Hastings, Philip A.",SIO,True,True,100.0,3.32,1.0,28.0,5.55
1164,"Xie, Shang-Ping",SIO,True,False,49.1,2.88,1.0,140.0,4.36
1165,"Aburto Oropeza, Marco Octavio",SIO,True,False,90.6,3.66,1.0,66.0,2.68
